	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
39	0.2	-0.4	-1	0.5	1.2	0.2	-0.5	-0.8	-0.3	-0.2	0.2	1.2	-0.7
40	0	0.3	-1.3	0.5	0.8	0.9	-0.6	-1.4	-0.5	-0.1	-0.4	1.3	-0.6
41	0.2	-0.1	-1.2	0.2	1	0	-0.3	-1.1	0	-0.4	-0.2	1	-0.5
42	0.7	-0.7	-1	0.3	0.6	0.3	-0.3	-1	-0.3	-0.2	0	0.9	-0.4
43	0.4	-0.9	-1.7	1.8	-0.3	0.5	0.2	-0.4	-0.2	0.1	-2.1	0.9	-1.1
44	0.2	0.1	-1.8	0.4	1.4	0.1	-0.6	-1.5	-0.3	-0.3	-0.6	1.2	-0.9
45	0.3	-0.3	-1.1	0.3	0.8	0	-0.3	-0.9	-0.1	-0.2	-0.2	0.7	-0.4
46	0.5	-0.8	-1.5	0.3	0.9	0.4	-0.5	-1.3	-0.4	-0.3	-0.1	1.1	-0.5
47	-0.2	-0.4	-1.5	0.2	1.1	0.6	-0.7	-1.3	-0.2	-0.2	-0.5	0.4	-0.6
48	0.9	-0.7	-1.3	0.2	0.7	0.1	-0.1	-0.9	-0.2	-0.2	-0.1	0.6	-0.4
49	0.2	-0.5	-1.1	0.4	0.9	0.2	-0.5	-1	-0.3	-0.2	-0.2	0.6	-0.7
50	-0.2	0	-1.6	0	0.9	0.4	-0.8	-2	0.3	-0.1	-0.7	0.8	-1.2
51	0.2	-0.2	-1.2	0.3	1	0.1	-0.3	-1.1	-0.3	-0.3	-0.3	0.5	-0.7
52	0.5	-0.5	-1.1	0.2	0.8	0.4	-0.7	-0.8	-0.4	-0.2	-0.1	0.8	-0.5
53	-0.3	-0.3	-2	0.3	3.1	0.2	-1	-2.8	-1	-0.2	-0.7	0.8	-1.6
54	0.5	-0.6	-1.4	1.1	1.3	-0.2	-0.9	-1.7	-0.3	-0.3	-0.2	1	-0.7
55	0	-0.2	-1.4	0.3	1.1	0.1	-0.1	-1.1	-0.2	-0.1	-0.3	0.9	-0.7
56	-0.1	-0.5	-1.3	0.3	1.2	0.6	-0.9	-0.8	-0.4	-0.3	-0.1	0.7	-0.6
57	-0.2	0.3	-0.8	1.1	0.3	1.1	-1.4	-0.5	-0.9	-0.3	0	-1.1	-0.4
58	0.7	-0.7	-1.2	0.3	0.8	0.2	-0.4	-0.9	-0.1	-0.3	-0.4	0.8	-0.3
59	0.4	-0.4	-0.8	0.4	0.6	-0.1	0	-0.8	-0.1	-0.3	-0.2	0.4	-0.2
60	0.3	-0.3	-1.3	0.1	2.9	-0.3	-1.4	-2.3	-0.1	-0.5	-0.3	-0.1	-0.6
61	0.4	-0.4	-1.2	0.4	0.8	0.5	-1	-1.1	-0.2	-0.3	-0.2	1.1	-0.7
62	0.4	-0.4	-1.5	0.3	0.7	0.5	-1.1	-1	-0.4	-0.2	-0.4	0.7	-0.4
63	0.1	-0.2	-1.1	0.4	1.1	-0.2	-0.5	-1	-0.1	-0.3	-0.2	0.5	-0.5
64	0.5	-0.8	-1.7	0.8	0.4	0.1	-0.3	-0.9	-0.2	-0.3	-0.2	1.7	-0.7
65	0.5	-0.5	-1.2	0.4	1.1	0.3	-1.3	-1.5	-0.9	-0.3	0.8	0.7	-1
66	0.1	-0.9	-1.8	1	1.3	0.3	-1.8	-2.1	-1.1	0	-0.2	1.9	-1.4
67	0.9	-1.7	-0.9	0	0.6	0.5	-0.7	-1.2	-0.2	-0.2	-0.2	1.2	-0.9
68	-1.2	-0.6	-1.3	6.9	-2.9	-4.1	1	0.3	0.2	2.2	1.9	-9.3	0.3
69	-1.7	-0.3	1.6	7.4	-5.5	-2.3	-0.2	0.3	2.2	-0.5	2.2	-6.8	-0.7
70	0.3	-0.2	-0.2	0.1	0.3	-0.5	-0.1	0	-0.3	0.1	-0.3	0.5	0.4
71	0.7	-0.5	0.2	-0.1	-0.1	-1	-0.6	1	-2.4	-0.2	0.5	1.1	1.5
72	-0.2	-1.9	-1.4	-4.7	-1.4	-0.9	1	0.8	3.3	0.9	0.7	11.2	1.2
73	-0.2	-2.6	-3.1	-10.9	-1.7	-0.5	-0.2	0.6	3.9	8.9	-0.1	4.3	1.8
74	-1.5	0.2	0.2	-0.5	-0.3	-2.5	0.7	1.7	0.4	0	0.4	-0.9	0.2
75	0	-0.4	-0.4	0	0.4	-0.7	-0.4	0	0.2	0.3	-0.2	0.6	0.3
76	-0.5	-1.9	-1.9	-1.9	-1.2	-2.2	-0.5	0.8	3.4	1.6	1.3	3.8	1.6
77	0.1	-0.7	-5	-9.9	-0.3	-2.1	0.2	1.1	1.6	6.7	3.5	0.6	1.4
78	0.1	-0.2	-0.5	-0.4	0.4	-0.5	-0.2	0.1	0.3	0.2	0	0.5	0.3
79	0.2	-0.2	-0.8	-1.1	0	-0.7	-0.1	0.6	0	0.4	0.3	1.1	0.9
80	0.6	-0.5	-1	-1.2	-0.1	-1.2	-0.1	0.6	1	0.4	-0.1	1.7	1
81	-1.2	-0.5	0	0.1	0.7	-0.5	-0.9	-0.4	-0.1	1.2	0.9	-0.6	-0.4
82	0	-0.2	-0.7	-3	0.1	-1.8	1.1	-0.7	0.7	0.5	0.7	8.6	1
83	0.2	-0.2	-0.9	-0.7	0.4	-0.4	-0.7	-0.1	0.1	0.5	0.2	1.3	0.7
84	0.6	-0.2	0.1	0.2	0.9	-0.3	-1.4	-0.2	-1.3	-0.2	0.1	1.2	1.6
85	0.2	-0.2	-0.1	0.9	0.1	-0.7	0	-0.3	-0.1	0.1	-0.6	1.9	0.3
86	0.7	-0.7	-0.3	-0.3	-0.5	-0.9	-1.4	0.8	-1.6	0	0.1	1.5	2.6
87	-3	0.1	-1.7	-1.3	-0.6	-1.8	0.3	1.6	-1.1	1.9	0.7	2.2	0.3
88	0.8	-1.9	-4.1	-0.1	0.3	-2	-1.3	0	2.1	0.5	1.3	0.5	1.1
89	-0.1	-1.3	-0.6	-0.1	0.3	-1.2	-0.4	0.3	0.5	0.7	0	0.8	0
90	1.4	-3.9	-8.1	-10.4	-2.2	1	-1.3	0.5	13	5.2	1.5	0.3	3.4
91	0.2	-0.4	-1.5	-0.9	0	-1.1	-1	0.7	0.2	0.6	0.2	2.7	0.8
92	0.3	-0.9	-1.9	-2.2	-1	-0.6	-0.5	0.8	2.4	0.7	0.4	1.9	1.1
93	0.2	0	-0.7	0.5	1	-0.1	-4.5	-0.5	-1.6	-0.5	1.6	3.3	1.3
94	0.5	-3.5	-2.3	-0.3	0.7	-2.3	0.1	0.3	3	1.2	0.1	0.1	0.2
95	1.5	-1.6	-3.2	-0.6	-0.9	-1.5	0.8	-1.6	1.7	1.2	2	1.5	-0.7
96	0.1	-0.9	-0.9	-0.9	-1.9	0.1	-1.2	1.6	-0.4	0.5	0.7	5.1	1.5
97	-0.6	-0.5	-1.7	0.1	0.5	0.7	-1	-1	-0.3	-0.3	0.4	-0.1	-0.5
98	-0.2	0.1	-0.8	0.4	0.4	0.2	-0.2	-0.6	-0.1	-0.3	0.1	0.7	-0.5
99	-0.2	-0.2	-1.1	0.2	0.6	0.3	-0.3	-0.6	-0.3	0.2	0.6	0.4	-0.6
100	-0.3	-0.2	-0.9	0.2	0.2	0.2	0	-0.4	-0.1	-0.1	0.2	0.9	-0.4
101	-0.1	0	-0.6	0.6	0.8	0.6	0.2	-0.6	-0.3	-0.2	0.1	1.2	-0.4
102	-0.6	0.5	-0.7	0.6	0.6	0.4	-0.1	-0.4	0.1	-0.4	-0.1	1.9	-0.2
103	-0.3	-0.1	-1	0.4	0.4	0.2	0.2	-0.6	-0.1	-0.3	0.3	-0.1	0
104	-0.2	0.1	-0.7	0.3	0.4	0.1	0.1	-0.4	-0.2	-0.2	-0.1	0.3	-0.4
105	-0.1	-0.2	-0.7	0	0.3	0.2	0.1	-0.5	-0.2	-0.2	0.2	1.3	-0.4
106	-0.7	-0.5	-1.3	0	0.4	0.7	-0.8	-0.9	-0.3	-0.1	0.6	-0.4	-0.6
107	-0.1	0	-0.7	0.3	0.6	0.1	0.1	-0.6	-0.1	-0.1	-0.2	0.2	-0.3
108	-0.3	0	-0.8	0.3	0.6	0.2	0	-0.5	-0.3	-0.2	0	0.2	-0.4
109	-0.7	-0.2	-1.7	0.2	0.8	3	0.4	-0.5	-0.6	-2.4	-0.5	-2.5	-0.4
110	-0.4	0	-0.9	0.2	0.5	0	0.1	-0.6	-0.1	-0.2	0.2	0.2	-0.5
111	-1.1	-1	2.6	2.5	-1.2	3.4	-0.6	-2.2	-1.6	-2.8	-0.5	-1.6	-0.5
112	-0.4	-0.7	-0.5	0.2	0	-0.1	-0.2	-0.3	-0.4	0.4	0	1.6	-0.7
113	-0.2	-1.2	-1.1	-0.3	0.2	0.5	-0.6	-0.6	-0.8	0.5	0.4	1.2	-0.9
114	-0.1	-0.9	-0.9	0.2	0.2	0.3	-0.6	-0.2	-0.3	-0.2	0.5	1	-0.4
115	-0.2	-0.4	-0.7	0.4	0	0.6	-0.3	-0.2	-0.6	0	0.1	0.7	-0.4
116	-0.1	-1	-1	0.1	-0.2	0.5	-0.6	-0.3	-0.3	0.1	0.2	1.3	-0.4
117	0.2	-1.2	-0.7	0	0.2	0.2	-0.6	-0.7	-0.5	0	0.1	1.6	-0.6
118	0	-1.2	-1.2	0.2	0.5	0.3	-0.8	-1	-0.6	0.6	-0.2	1.5	-0.7
119	-0.5	-1.5	-0.9	0.1	-0.3	0.3	-0.6	0.1	-0.3	0.5	1	2.6	-1.2
120	-0.6	-1.2	-1	0	0.1	0.4	-0.9	-0.4	-0.5	0.2	1	2.9	-1.1
121	-0.6	-0.3	-1.3	1.2	0.3	0.2	-0.6	-0.5	-1	-0.1	0	1.6	-0.8
122	-0.4	-1.5	-2	-0.1	0.2	0.6	-0.9	-0.8	-0.3	0.8	0.7	0.1	-0.2
123	-0.3	-0.9	-1.1	0.2	-0.3	0.3	-0.5	-0.4	-0.5	0.1	0.5	2.7	-1
124	-0.5	-0.3	-0.2	-0.5	-0.2	0.3	-1	-0.3	0.1	0.1	0.2	1.5	-0.6
125	-0.4	-0.5	-1.1	1	0.4	0.2	-0.8	-0.8	-0.3	-0.2	0	1.6	-0.5
126	-0.7	-0.7	-0.8	0.2	0	0.2	-0.7	-0.2	-0.4	0	0.2	1.9	-0.6
127	-0.5	-0.5	-0.8	0.4	0.1	0.3	-0.5	-0.3	-0.4	0	0.1	1	-0.7
128	-0.3	-0.7	-0.7	0.1	0.4	0.4	-0.7	-0.4	-0.3	0.2	0	1.1	-0.2
129	0.6	-1.6	-0.7	-0.5	1.4	-0.1	-1.4	1.1	-1.1	0.5	0.4	-1.5	-0.8
130	-0.5	-0.4	-1.2	0.3	0	0.5	-0.7	0.1	-0.6	0.4	0.1	1.3	-0.8
131	-0.6	-1	-0.6	0.1	0.1	0.2	-0.9	-0.7	-0.3	0.3	0.2	2.4	-1.1
132	-0.5	-1.3	-0.9	-0.4	0	0.8	-1.4	-0.3	-0.6	0.9	1.3	1.2	-0.9
133	-0.7	-0.8	-1	0.1	0.6	0.7	-1.1	-0.9	-0.5	0.2	0.5	1.4	-0.8
134	-0.3	-0.5	-0.9	0.2	-0.1	0.1	-0.5	-0.1	-0.3	0.1	0.1	0.9	-0.5
135	0.2	0.2	-0.8	0.3	0.2	0.1	-1.2	-0.2	-0.5	-0.3	0.4	1.3	0
136	-0.2	-0.7	-1.1	0.3	0.1	0.6	-0.6	-0.7	-0.2	-0.1	0.5	1.5	-0.5
137	-0.2	-0.7	-0.8	0.4	0.1	0.3	-0.4	-0.1	-0.4	0.1	0.1	0.9	-0.7
138	0	-0.7	-0.8	0.5	0	0	-0.5	0	-0.9	0.3	0.1	1	-0.3
139	-0.3	-0.8	-1.2	0.2	0.3	0.3	-0.8	-0.6	-0.3	0.4	0	0.7	-0.4
140	-0.4	-0.7	-0.8	0.5	-0.2	0.4	-0.6	-0.7	0	1.4	0.3	-0.2	-0.4
141	-0.2	-0.5	-0.8	0.4	0.2	0.2	-0.6	-0.3	-0.3	-0.1	0.1	1.3	-0.4
142	-0.3	-0.4	-0.6	0.1	0.1	0.5	-0.6	-0.5	-0.4	3.6	0.8	-4.1	-0.3
143	-0.4	-1.1	-1.2	0.6	0.4	0.5	-0.7	-0.5	-0.7	-0.1	0.3	1.6	-0.5
144	-0.7	-1.2	-0.5	0.4	0.6	0.6	-1.1	-0.2	-1	0.6	0.6	1.4	-0.8
145	-0.7	-1.5	-1	0	0	0.4	-0.9	-0.5	-0.2	0.5	1.1	2.7	-1.3
146	-0.4	-0.8	-1	0.3	0.2	0.9	-1.1	-0.7	-0.7	0	0.2	1.8	-0.9
147	-0.4	-0.6	-0.8	0.9	0.4	0.5	-0.7	-0.8	-0.5	0.1	0.2	1.3	-0.4
148	-0.3	-0.5	-1.2	0.2	0.6	0.1	-0.8	-0.4	-0.8	0.3	0.2	1.3	0.1
149	-0.2	-1.2	-1.2	0.3	0.1	1	-0.8	-0.9	-0.7	0.4	0.6	1.7	-1.1
150	-0.8	-1.3	-1.7	0.4	-0.5	1.1	-1.2	-0.3	-0.5	0.2	0.8	0.3	-0.4
151	0.4	-1.9	-0.7	0.5	0.1	-0.1	0.2	-0.2	-0.9	0.5	0.2	1.1	-0.9
152	-0.2	-0.7	-0.8	0.3	0.2	0.4	-0.1	-0.3	-0.5	0.6	0.4	0.5	-0.9
153	-0.5	-0.5	-0.8	0.6	0	0.3	-0.4	-0.6	-0.4	0	0.2	1.3	-0.4
154	-0.1	-0.3	-0.8	0.5	0	0.1	-0.3	-0.2	-0.4	0.1	0.2	0.6	-0.5
155	0.1	-0.4	-0.7	0.2	-0.5	0.1	-0.5	-0.2	0	-0.1	0.1	1	-0.4
156	-0.2	-0.9	-0.8	0.2	0	0.3	-0.4	-0.6	-0.4	-0.1	0.5	1	-0.5
157	-0.1	-0.9	-0.5	-0.2	0.6	0.4	-0.7	-0.5	-0.4	0.2	0.3	0	-0.3
158	-0.7	-0.9	-0.9	0.1	2.1	-1.3	-1.4	-0.8	-0.8	0.3	0.4	2.6	-0.2
159	-0.7	-0.7	-1.1	0.4	0	0.8	-0.5	-0.4	-0.1	0.1	0.6	1.1	-0.4
160	-0.2	-0.9	-0.8	0.3	-1	0.5	-0.4	0.2	-0.4	0.2	0.7	1.6	-0.8
161	-0.8	0	-1	0.3	0.7	0.3	-0.4	-0.4	-0.8	0	-0.2	1.6	-0.4
162	-0.3	-1.4	-1.1	1.3	0.1	0.4	0	-0.8	-0.4	0.4	0.3	0.8	-0.5
163	-0.5	-0.7	-0.6	0.2	-0.1	0.2	-0.7	-0.2	-0.7	-0.1	0.2	1.5	-0.3
164	-0.6	-0.6	-1.2	-0.4	0	0	-0.3	0.1	-0.1	0.4	0.7	1.2	-1
165	-0.7	-1	-1.3	0.2	0	0.6	-0.8	-0.6	-1	0.4	0.3	2.4	-1.3
166	-0.5	-0.6	-1.1	0.4	-0.2	0.7	-0.9	-0.3	-0.2	1	0.5	0.1	-0.6
167	-0.3	-1	-1.2	0.2	0.3	0.1	-0.4	-0.3	-0.4	0	0.5	1.5	-0.9
168	-0.1	-0.3	-0.5	0.5	-0.2	0.6	-0.7	-0.4	-0.3	-0.1	0.5	0.7	-0.5
169	-0.5	-0.5	-1.1	0.8	0.4	0.5	-0.5	-0.8	-0.7	0.1	0.2	0.9	-0.6
170	-0.7	-0.5	-0.4	0.1	-0.1	0.2	-0.3	-0.6	0.2	0.2	0.2	0.6	-0.5
171	-0.2	-0.4	-0.5	0.4	0	0.4	-0.4	-0.4	-0.3	-0.1	0	0.8	-0.4
172	-0.2	-1	-1.1	0.2	0.3	0.5	-1.2	-0.4	-0.3	0.2	1.5	2.5	-1.4
173	-0.5	-1	-1	0	-0.1	0.8	-0.8	-0.8	-0.5	0.1	0.4	1.4	-0.6
174	-0.1	-0.4	-0.5	0.5	-0.2	0.3	-0.3	0	-0.6	0	0	0.6	-0.3
175	-0.5	-0.4	-0.6	0.6	-0.2	0.2	-0.5	-0.3	-0.4	-0.1	0.3	0.9	0
176	-0.7	-0.5	-1.4	0.3	-0.2	0.7	-0.7	-0.2	-0.1	0.1	0.5	1.9	0.1
177	-0.2	-0.7	-0.6	0.2	0.3	0.2	-0.6	-0.2	-0.3	-0.1	0.2	1	-0.4
178	-0.2	-0.2	-1.2	0.6	0.2	0	-0.4	-0.4	-0.5	1.1	0.2	3.3	-3.3
179	0	-1.7	-1.2	0.1	-0.1	0.4	-0.6	-0.7	-0.4	0.3	0.4	1.9	-0.7
180	-0.1	-1.6	-1.4	0.5	0	0.5	-1.3	-0.4	-0.8	0.4	0.9	0.3	-0.7
181	-0.1	-0.5	-0.7	0.1	0.3	0.4	-0.4	-0.4	-0.6	0	0.1	1.4	-0.5
182	-0.5	-1.1	-0.8	0.2	0	0.4	-0.7	-0.5	-0.4	0.1	0.6	2	-0.6
183	-0.2	-0.1	-0.8	0.6	-0.2	0.3	-0.5	-0.4	-0.2	0	0	0.7	-0.4
184	-0.3	-0.5	-1	0.4	0	0.3	-0.7	-0.4	-0.5	0.1	0.4	1.2	-0.7
185	-0.4	-1	-1.4	-0.4	-0.1	0.4	-0.6	-0.2	-0.2	0.3	0.2	1.2	-0.9
186	-0.3	-0.4	-0.5	0.5	0	0.3	-0.6	-0.4	-0.5	0.2	0.2	1	-0.2
187	-0.1	0	-1	0.1	0.2	0.5	-0.1	-0.6	-0.1	0	-0.5	0.3	-0.4
188	1.2	0	-0.9	2.4	-0.2	-1.6	-0.6	-1	0	-1.8	-2.7	1.6	-0.1
189	0	-0.1	-1.5	-0.2	0.1	0.3	-0.4	-0.5	-0.2	0.4	-0.2	0.6	-0.5
190	-0.2	-0.1	-1.4	-0.3	0.4	0.6	-0.8	-0.9	-0.1	0.5	-0.1	0.8	-0.4
191	0	-0.2	-1.5	-0.2	-0.1	0.5	-0.3	-0.7	0	0.2	-0.2	0	-0.5
192	-1.7	0.4	-5.2	-3.4	-0.7	-1.5	-1.3	-1	-0.1	5.8	4.3	2	-0.4
193	0	0	-1	0	0.2	0.4	-0.3	-0.5	0	-0.1	-0.4	0.4	-0.3
194	0.1	-0.3	-1.5	-0.4	0.1	0.8	-0.4	-1.2	0.2	0.4	-0.4	1.2	-0.3
195	0.1	0	-1.1	0	-0.2	0.3	-0.5	-0.5	0.1	0.2	-0.2	0.3	-0.5
196	-0.1	0.3	-1.9	-1.1	-0.1	0.3	-0.6	-0.8	0.7	1	0	0.9	-0.4
197	-0.3	0	-1.7	-0.5	0	0.6	-1	-1.4	-0.6	0.7	1.3	1	-0.6
198	0.2	-0.1	-1.3	-0.4	0.3	0.7	-0.5	-0.8	0.1	0.3	-0.4	0.2	-0.5
199	-0.9	0.4	1.2	0.4	1.4	3.3	0.6	-1.9	-2.4	-1.1	-1.2	1.1	-2.4
200	0.1	0.1	-1.3	-0.2	-0.1	0.5	-0.4	-0.7	0.2	0.4	-0.2	0.5	-0.4
201	0.2	0.6	-1.9	-0.8	0.1	0	-0.6	-0.9	0.2	0.5	0.5	1.1	-0.1
202	-0.1	-0.2	-2	-1.2	0.3	-0.2	-0.6	-1.1	1	0.9	0.2	1.1	-0.7
203	-0.4	0	-1.5	-0.7	0.1	0.4	-0.6	-0.3	0	0.9	-0.1	-0.6	-0.7
204	0.8	-0.3	-2.1	-1.2	0.1	0.2	-0.3	-1.2	-0.3	1.4	0.3	0.6	-0.1
205	-0.3	-0.2	-0.7	0.2	0.2	0.8	-0.4	-0.5	-0.1	-0.1	-0.4	0.7	-0.5
206	-0.1	0.6	-1.6	-1.2	-0.1	0.5	-0.9	-0.9	0.6	1.8	0.1	1.1	-0.6
207	0.1	-0.1	-0.8	0.1	0.2	0.4	-0.2	-0.4	0	0	-0.5	0.5	-0.2
208	-0.8	0	-2.2	-1.1	-0.4	0.2	-0.3	-0.4	0.6	1.1	0.3	2.9	-0.4
209	0.2	-0.1	-1.3	-0.5	0.1	0.5	-0.4	-0.5	0	0.5	0.1	0.7	-0.4
210	0.1	0.3	-2.4	-1.1	-0.3	0.4	-1.2	-1.2	0	1.8	0.9	0.8	-0.3
211	0.2	-0.5	-2.1	-1.5	-1	0.5	-0.3	-0.6	0.2	1.1	0.8	1.9	-0.7
212	0.4	-0.1	-1.3	1.6	-0.6	-0.4	-0.4	-0.1	1.1	-0.4	-1.7	0.1	-0.4
213	-0.2	-0.4	-3.5	-1.5	-0.4	0.3	-0.4	-0.5	0.2	1.7	2.5	1.3	-0.6
214	-0.4	-0.2	-1	-0.3	0.2	0.3	-0.2	-0.5	0	0.8	0	0.5	-0.7
215	0.1	0	-1.1	0.1	0	0.4	-0.5	-0.4	0	0.2	-0.4	0.6	-0.3
216	0.1	-0.1	-0.8	0.1	0.2	0.6	-0.2	-0.5	-0.1	0	-0.5	0.5	-0.4
217	0.1	0	-1.1	0.2	0	0.4	-0.3	-0.4	0	0.1	-0.6	0.4	-0.3
218	-0.1	0.2	-2.8	-2.4	-1	0.1	-0.7	-0.5	0.2	1.7	1.5	4.2	-0.6
219	0	0	-1.3	0.1	0.4	1	-0.1	-0.8	-0.2	-0.2	-0.7	-0.1	-0.5
220	-0.1	0	-1.1	0	0.3	0.5	-0.3	-0.5	-0.1	-0.1	-0.4	0.5	-0.4
221	0	-0.2	-1.9	-1.1	-1.3	0	-0.8	-0.7	0.9	1.4	0.8	-0.3	-0.3
222	-0.1	-0.1	-1.1	0	0.4	0.5	-0.6	-0.7	0	0	-0.6	0.1	-0.5
223	0	-0.1	-0.9	0	0.3	0.4	-0.2	-0.5	-0.1	-0.1	-0.5	0.6	-0.5
224	-0.1	0	-0.8	0.1	0.1	0.3	-0.1	-0.4	-0.1	0	-0.4	0.2	-0.3
225	-0.1	0	-1.7	-0.8	0.2	0.4	-0.6	-0.7	0.2	0.7	0	-0.1	-0.4
226	0	-0.1	-1	0.1	0.3	0.7	-0.2	-0.5	-0.1	0.1	-0.3	0.3	-0.4
227	0.1	-0.1	-0.8	0	0.2	0.4	-0.3	-0.3	0	-0.1	-0.4	0.2	-0.3
228	-0.2	-0.4	-1.4	-0.1	0.3	0.6	-0.3	-0.4	0.1	0.3	0.1	0.7	-0.6
229	0	0	-0.9	0.2	0.2	0.4	-0.3	-0.4	-0.1	0	-0.6	0.2	-0.4
230	-0.2	-0.1	-2	-1.5	-0.3	0.3	-0.4	-0.6	0.2	1.2	0.8	1.8	-0.4
231	0.2	-0.1	-1.6	-0.6	0.1	0.5	-0.7	-0.8	0	0.3	0.2	1.2	-0.5
232	0.5	0	-2.4	-1.5	-1.3	0.2	-0.2	-0.6	0	0.7	1.7	1	-0.3
233	0.2	-0.4	-3.4	-1.4	-0.3	0.3	-0.7	-1	0.1	1.6	1.1	1.6	-0.3
234	-0.1	0	-1.1	-0.1	0.1	0.4	-0.3	-0.6	0	0.1	-0.2	0.7	-0.3
235	0	-0.1	-1	-0.1	0.3	0.5	-0.3	-0.6	0	0.1	-0.3	0.5	-0.3
236	0	0.2	-1.5	-0.6	-0.1	0.3	-1	-0.8	0.3	0.7	0	0.4	-0.3
